Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Cathay Pacific,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-10-17 03:57:00,2025-10-17 07:35:19,3.638788931058046,Direct,Boeing 737,First Class,Travel Agency,140688.14927935388,27103.22239190308,167791.37167125696,Regular,9.0
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",BZL,Barisal Airport,2025-11-20 21:19:00,2025-11-20 22:11:38,0.8773376929258501,Direct,Airbus A320,Economy,Online Website,3009.762673175884,200.0,3209.762673175884,Regular,11.0
IndiGo,RJH,"Shah Makhdum Airport, Rajshahi",BZL,Barisal Airport,2025-04-16 11:51:00,2025-04-16 12:40:48,0.8300028208242194,Direct,Airbus A320,First Class,Direct Booking,9983.798869639224,200.0,10183.798869639224,Regular,34.0
SriLankan Airlines,JSR,Jessore Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-11-10 18:55:00,2025-11-10 19:27:02,0.5340379735134251,Direct,Airbus A320,Economy,Online Website,1900.287824864128,200.0,2100.287824864128,Regular,50.0
IndiGo,SPD,Saidpur Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-09-05 00:25:00,2025-09-05 01:12:41,0.7948493255863567,Direct,Airbus A320,First Class,Travel Agency,14100.027308673749,200.0,14300.027308673749,Regular,17.0
British Airways,CXB,Cox's Bazar Airport,ZYL,"Osmani International Airport, Sylhet",2025-10-09 18:43:00,2025-10-09 20:07:00,1.40004993614703,Direct,Airbus A320,Business,Travel Agency,7709.166377244669,200.0,7909.166377244669,Regular,18.0
SriLankan Airlines,CGP,"Shah Amanat International Airport, Chittagong",SIN,Singapore Changi Airport,2025-07-16 18:18:00,2025-07-16 21:32:20,3.2388978824898333,1 Stop,Boeing 737,Economy,Online Website,35556.71977577609,11333.507966366413,46890.2277421425,Regular,88.0
Saudia,DAC,"Hazrat Shahjalal International Airport, Dhaka",BKK,"Suvarnabhumi Airport, Bangkok",2025-10-13 21:40:00,2025-10-14 00:29:10,2.8196925589314,Direct,Boeing 787,Economy,Online Website,34377.928961386104,11156.689344207916,45534.61830559402,Regular,7.0
British Airways,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-10-03 20:45:00,2025-10-04 09:57:43,13.21202269318151,1 Stop,Boeing 777,First Class,Online Website,148747.8808407059,28312.182126105887,177060.0629668118,Regular,86.0
Qatar Airways,RJH,"Shah Makhdum Airport, Rajshahi",CXB,Cox's Bazar Airport,2025-06-25 12:56:00,2025-06-25 14:30:06,1.5684388166698169,Direct,Airbus A320,Business,Online Website,6494.607372624727,200.0,6694.607372624727,Regular,83.0
IndiGo,RJH,"Shah Makhdum Airport, Rajshahi",BZL,Barisal Airport,2025-08-05 08:27:00,2025-08-05 09:17:13,0.8369904401678407,Direct,Airbus A320,Economy,Online Website,2492.068481399052,200.0,2692.068481399052,Regular,72.0
AirAsia,CGP,"Shah Amanat International Airport, Chittagong",JSR,Jessore Airport,2025-10-13 07:47:00,2025-10-13 08:49:50,1.0472396826535924,Direct,Airbus A320,First Class,Online Website,11974.793716137096,200.0,12174.793716137096,Regular,31.0
Gulf Air,ZYL,"Osmani International Airport, Sylhet",LHR,London Heathrow Airport,2025-03-26 21:17:00,2025-03-27 06:27:41,9.178109817830398,1 Stop,Airbus A350,First Class,Travel Agency,226536.47130650992,39980.47069597649,266516.94200248644,Regular,64.0
Cathay Pacific,CGP,"Shah Amanat International Airport, Chittagong",DOH,"Hamad International Airport, Doha",2025-03-24 18:18:00,2025-03-24 22:58:55,4.681992150596889,Direct,Boeing 737,First Class,Direct Booking,267178.8012613943,44076.82018920914,311255.6214506034,Regular,35.0
Vistara,BZL,Barisal Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-10-30 21:22:00,2025-10-31 03:32:00,6.16668013628978,1 Stop,Boeing 777,First Class,Online Website,217583.5146138765,36637.52719208147,254221.041805958,Regular,78.0
Air Astra,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-08-02 05:03:00,2025-08-02 17:18:33,12.259311995084405,1 Stop,Boeing 777,First Class,Direct Booking,94625.7605605943,20193.864084089146,114819.62464468344,Regular,45.0
Turkish Airlines,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-11-25 06:45:00,2025-11-25 07:42:07,0.9522075794379796,Direct,Airbus A320,Business,Direct Booking,5190.3485340169655,200.0,5390.3485340169655,Regular,17.0
Emirates,JSR,Jessore Airport,BZL,Barisal Airport,2025-10-14 08:27:00,2025-10-14 08:57:00,0.5,Direct,Airbus A320,Economy,Travel Agency,2222.596911943502,200.0,2422.596911943502,Regular,37.0
British Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",KUL,Kuala Lumpur International Airport,2025-06-14 08:07:00,2025-06-14 11:10:50,3.0640698623564067,Direct,Boeing 787,Economy,Direct Booking,37251.54430398169,11587.731645597254,48839.27594957894,Regular,48.0
NovoAir,SPD,Saidpur Airport,JSR,Jessore Airport,2025-07-17 02:03:00,2025-07-17 02:56:55,0.8987754750193503,Direct,Airbus A320,Economy,Travel Agency,3334.623201199723,200.0,3534.623201199723,Regular,45.0
Biman Bangladesh Airlines,ZYL,"Osmani International Airport, Sylhet",RJH,"Shah Makhdum Airport, Rajshahi",2025-11-28 08:49:00,2025-11-28 09:59:00,1.1667722207748636,Direct,Airbus A320,Business,Travel Agency,4304.121359279,200.0,4504.121359279,Regular,71.0
Air Arabia,DAC,"Hazrat Shahjalal International Airport, Dhaka",YYZ,Toronto Pearson International Airport,2025-07-21 19:49:00,2025-07-22 08:34:58,12.766355773717374,1 Stop,Airbus A350,First Class,Online Website,239080.01020812924,41862.00153121939,280942.01173934864,Regular,47.0
Biman Bangladesh Airlines,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-05-09 11:14:00,2025-05-09 11:55:19,0.6887818384542165,Direct,Airbus A320,Economy,Online Website,3705.6624551758578,200.0,3905.6624551758578,Regular,20.0
US-Bangla Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",DEL,"Indira Gandhi International Airport, Delhi",2025-11-22 22:41:00,2025-11-23 01:04:40,2.39467947983668,Direct,Boeing 787,Economy,Travel Agency,59513.59085800682,10927.038628701022,70440.62948670784,Regular,59.0
Air Astra,CXB,Cox's Bazar Airport,DOH,"Hamad International Airport, Doha",2025-06-19 18:52:00,2025-06-19 23:00:17,4.138325644087093,1 Stop,Boeing 737,Business,Direct Booking,27392.6672084172,8108.90008126258,35501.567289679784,Regular,14.0
IndiGo,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2025-05-25 03:54:00,2025-05-25 07:24:20,3.5058200653398943,Direct,Boeing 787,First Class,Travel Agency,132264.81700700143,25839.72255105021,158104.53955805165,Regular,41.0
NovoAir,SPD,Saidpur Airport,SIN,Singapore Changi Airport,2025-03-26 22:52:00,2025-03-27 02:16:10,3.402787448526704,Direct,Boeing 737,First Class,Online Website,44113.17605826719,12616.976408740076,56730.15246700726,Regular,15.0
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",JSR,Jessore Airport,2025-10-14 22:47:00,2025-10-14 23:17:00,0.5,Direct,Airbus A320,Economy,Direct Booking,2917.3565646284023,200.0,3117.3565646284023,Regular,7.0
Etihad Airways,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-07-08 18:41:00,2025-07-09 09:53:51,15.214195450502292,1 Stop,Boeing 777,Business,Online Website,116583.51319447887,23487.52697917183,140071.04017365072,Regular,38.0
Biman Bangladesh Airlines,BZL,Barisal Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2026-01-02 13:30:00,2026-01-02 14:04:31,0.5754977710448218,Direct,Airbus A320,First Class,Online Website,122430.88030781056,20364.632046171584,142795.51235398217,Winter Holidays,6.0
Cathay Pacific,SPD,Saidpur Airport,KUL,Kuala Lumpur International Airport,2025-01-15 15:54:00,2025-01-15 19:15:52,3.36452419869478,1 Stop,Boeing 787,Economy,Online Website,59432.65474222198,14914.898211333297,74347.55295355528,Regular,5.0
Qatar Airways,RJH,"Shah Makhdum Airport, Rajshahi",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-10-06 21:19:00,2025-10-06 21:56:27,0.6243266199419303,Direct,Airbus A320,Economy,Direct Booking,35785.2864467129,7367.792967006934,43153.07941371983,Regular,29.0
Air Arabia,CXB,Cox's Bazar Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-11-01 19:56:00,2025-11-01 21:12:58,1.282887406153412,Direct,Airbus A320,Business,Direct Booking,83077.22452104659,14461.583678156989,97538.80819920356,Regular,57.0
Air India,BZL,Barisal Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-09-01 03:23:00,2025-09-01 09:07:00,5.73360514695762,1 Stop,Airbus A350,First Class,Direct Booking,137688.18811115538,24653.228216673306,162341.4163278287,Regular,78.0
Kuwait Airways,BZL,Barisal Airport,IST,Istanbul Airport,2025-11-09 13:11:00,2025-11-09 20:12:11,7.019731186812455,2 Stops,Airbus A350,Economy,Direct Booking,59502.109363394025,12925.316404509103,72427.42576790313,Regular,49.0
Air Arabia,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-05-28 16:42:00,2025-05-28 22:46:33,6.076041313143946,1 Stop,Boeing 777,Business,Direct Booking,15396.557712672602,6309.48365690089,21706.041369573493,Regular,63.0
AirAsia,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-02-05 09:07:00,2025-02-05 13:05:26,3.974081060844679,Direct,Boeing 737,Business,Online Website,82171.81737056066,16325.7726055841,118197.10797137373,Regular,2.0
Singapore Airlines,SPD,Saidpur Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2026-01-24 07:36:00,2026-01-24 08:48:48,1.2133784756525487,Direct,Airbus A320,Business,Direct Booking,125006.02634760398,20750.9039521406,145756.9302997446,Winter Holidays,90.0
Vistara,CGP,"Shah Amanat International Airport, Chittagong",DEL,"Indira Gandhi International Airport, Delhi",2025-10-28 20:33:00,2025-10-28 23:11:36,2.64356802736702,1 Stop,Boeing 787,Economy,Online Website,6261.699791397244,2939.2549687095866,9200.95476010683,Regular,6.0
Vistara,BZL,Barisal Airport,DOH,"Hamad International Airport, Doha",2025-04-30 11:01:00,2025-04-30 15:25:30,4.408471643632974,1 Stop,Boeing 787,Economy,Online Website,28325.193954047405,8248.77909310711,36573.97304715452,Regular,73.0
Air India,DAC,"Hazrat Shahjalal International Airport, Dhaka",CXB,Cox's Bazar Airport,2026-01-31 16:06:00,2026-01-31 17:10:16,1.0712147817543278,Direct,Airbus A320,Economy,Travel Agency,4905.885183419253,200.0,5105.885183419253,Winter Holidays,57.0
Thai Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",BZL,Barisal Airport,2026-02-06 08:18:00,2026-02-06 08:48:00,0.5,Direct,Airbus A320,First Class,Travel Agency,14000.931184542156,200.0,14200.931184542156,Winter Holidays,60.0
British Airways,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-09-12 09:31:00,2025-09-12 13:00:59,3.4999124268218518,1 Stop,Boeing 737,Economy,Travel Agency,56194.38120306695,12429.157180460044,68623.53838352699,Regular,29.0
US-Bangla Airlines,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-12-05 12:39:00,2025-12-06 03:40:26,15.02416466390803,1 Stop,Airbus A350,First Class,Direct Booking,68807.2265005425,16321.083975081374,85128.31047562388,Winter Holidays,29.0
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-04-25 02:50:00,2025-04-25 11:58:05,9.13480228600936,1 Stop,Boeing 777,Economy,Direct Booking,17806.186142345166,8670.927921351775,26477.114063696943,Regular,22.0
Qatar Airways,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-08-10 04:10:00,2025-08-10 18:51:55,14.698670714407625,1 Stop,Airbus A350,Business,Travel Agency,142940.22839998873,27441.03425999831,204457.5151919844,Regular,2.0
Air Astra,JSR,Jessore Airport,IST,Istanbul Airport,2025-05-18 22:32:00,2025-05-19 04:50:32,6.309008609065446,1 Stop,Boeing 777,First Class,Direct Booking,62423.94454558478,13363.591681837715,75787.5362274225,Regular,63.0
Cathay Pacific,CXB,Cox's Bazar Airport,KUL,Kuala Lumpur International Airport,2025-07-11 18:55:00,2025-07-11 21:38:36,2.7266850886338525,Direct,Boeing 737,Economy,Online Website,27422.57458325771,10113.386187488655,37535.960770746366,Regular,79.0
Singapore Airlines,JSR,Jessore Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-09-23 01:19:00,2025-09-23 01:49:00,0.5,Direct,Airbus A320,Economy,Direct Booking,4405.535852916601,200.0,4605.535852916601,Regular,30.0
Biman Bangladesh Airlines,JSR,Jessore Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-04-07 16:59:00,2025-04-07 22:16:31,5.292089259672689,1 Stop,Airbus A350,First Class,Direct Booking,89016.2395831422,17352.43593747133,106368.67552061351,Regular,18.0
SriLankan Airlines,CGP,"Shah Amanat International Airport, Chittagong",ZYL,"Osmani International Airport, Sylhet",2025-03-20 12:41:00,2025-03-20 13:47:08,1.10234999848982,Direct,Airbus A320,Business,Online Website,4916.596368418619,200.0,5116.596368418619,Regular,49.0
Etihad Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-05-11 08:04:00,2025-05-11 12:11:03,4.117512677502079,1 Stop,Boeing 737,First Class,Travel Agency,106338.02898695412,19950.70434804312,126288.73333499725,Regular,64.0
Lufthansa,CXB,Cox's Bazar Airport,ZYL,"Osmani International Airport, Sylhet",2025-08-11 00:32:00,2025-08-11 01:47:46,1.2627907534645817,Direct,Airbus A320,Economy,Online Website,3577.2199134981856,200.0,3777.2199134981856,Regular,14.0
Singapore Airlines,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2025-05-12 14:59:00,2025-05-12 18:36:40,3.627947503012202,Direct,Boeing 737,Business,Direct Booking,142480.58269307425,27372.087403961137,169852.67009703538,Regular,25.0
NovoAir,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-10-14 14:41:00,2025-10-14 17:19:45,2.646041623769784,Direct,Boeing 787,Business,Travel Agency,131130.6524908695,25669.597873630428,156800.25036449995,Regular,22.0
Air India,ZYL,"Osmani International Airport, Sylhet",RJH,"Shah Makhdum Airport, Rajshahi",2025-12-07 22:48:00,2025-12-07 23:50:33,1.0427627417615015,Direct,Airbus A320,First Class,Travel Agency,13799.820225785204,200.0,13999.820225785204,Winter Holidays,71.0
Vistara,DAC,"Hazrat Shahjalal International Airport, Dhaka",CXB,Cox's Bazar Airport,2025-12-27 08:29:00,2025-12-27 09:30:02,1.017438377338752,Direct,Airbus A320,First Class,Online Website,14646.089517920587,200.0,14846.089517920587,Winter Holidays,42.0
AirAsia,SPD,Saidpur Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-10-26 09:12:00,2025-10-26 11:12:36,2.0100485738626563,Direct,Boeing 737,First Class,Direct Booking,247106.91991595572,39066.03798739336,286172.95790334913,Regular,49.0
Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",LHR,London Heathrow Airport,2025-06-21 01:17:00,2025-06-21 09:51:12,8.570241531356054,1 Stop,Airbus A350,Economy,Travel Agency,46063.428041748455,12909.514206262267,58972.94224801072,Regular,61.0
Etihad Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",CGP,"Shah Amanat International Airport, Chittagong",2025-12-05 19:35:00,2025-12-05 20:24:28,0.8245074678849972,Direct,Airbus A320,Economy,Online Website,3098.962160917293,200.0,3298.962160917293,Winter Holidays,88.0
Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-08-29 09:26:00,2025-08-29 15:08:37,5.710357216175843,1 Stop,Boeing 777,Business,Online Website,43723.9031051908,10558.58546577862,54282.48857096942,Regular,11.0
Gulf Air,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-03-24 01:57:00,2025-03-24 02:50:00,0.8833662924258622,Direct,Airbus A320,Economy,Direct Booking,3994.3809189111766,200.0,4194.380918911176,Regular,81.0
NovoAir,DAC,"Hazrat Shahjalal International Airport, Dhaka",JED,"King Abdulaziz International Airport, Jeddah",2025-08-31 07:36:00,2025-08-31 13:09:25,5.556963287171516,1 Stop,Airbus A350,First Class,Direct Booking,43428.68288251781,10514.30243237767,53942.98531489548,Regular,55.0
Turkish Airlines,CXB,Cox's Bazar Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-08-13 03:47:00,2025-08-13 10:12:06,6.418581069870969,2 Stops,Boeing 777,Business,Direct Booking,76704.67159265676,15505.700738898511,92210.37233155526,Regular,19.0
Malaysian Airlines,RJH,"Shah Makhdum Airport, Rajshahi",YYZ,Toronto Pearson International Airport,2025-08-11 12:50:00,2025-08-12 01:36:59,12.783224467956998,1 Stop,Airbus A350,First Class,Online Website,64528.99257697368,15679.348886546051,80208.34146351973,Regular,52.0
US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-05-06 09:49:00,2025-05-07 00:41:08,14.868987352061655,1 Stop,Boeing 777,Economy,Direct Booking,22738.48343858962,9410.772515788443,38579.10714525368,Regular,4.0
US-Bangla Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JSR,Jessore Airport,2025-11-04 10:55:00,2025-11-04 11:25:00,0.5,Direct,Airbus A320,Business,Direct Booking,5231.885071626335,200.0,5431.885071626335,Regular,63.0
Malaysian Airlines,CGP,"Shah Amanat International Airport, Chittagong",DEL,"Indira Gandhi International Airport, Delhi",2025-05-07 09:36:00,2025-05-07 12:17:14,2.6873616559307267,1 Stop,Boeing 737,Economy,Travel Agency,68437.5164138225,12265.627462073371,96843.77265107504,Regular,4.0
British Airways,BZL,Barisal Airport,YYZ,Toronto Pearson International Airport,2025-04-16 04:00:00,2025-04-16 16:58:05,12.968156696844988,2 Stops,Boeing 777,First Class,Travel Agency,99152.66887141638,20872.90033071245,120025.56920212884,Regular,89.0
Thai Airways,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-05-06 02:33:00,2025-05-06 16:41:20,14.13894939014213,1 Stop,Airbus A350,First Class,Travel Agency,212807.53873493668,37921.1308102405,250728.6695451772,Regular,23.0
NovoAir,CXB,Cox's Bazar Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-06-14 15:42:00,2025-06-14 17:17:51,1.5976944764424317,Direct,Airbus A320,Economy,Online Website,2956.2177295482115,200.0,3156.2177295482115,Regular,53.0
Lufthansa,JSR,Jessore Airport,SPD,Saidpur Airport,2025-06-08 14:22:00,2025-06-08 15:25:05,1.0514936323973345,Direct,Airbus A320,Business,Direct Booking,11088.014101071723,200.0,11288.014101071723,Hajj,57.0
Air Astra,JSR,Jessore Airport,SPD,Saidpur Airport,2025-06-03 15:12:00,2025-06-03 16:11:45,0.9959978700409284,Direct,Airbus A320,Business,Online Website,7292.394037792907,200.0,7492.394037792907,Hajj,43.0
Turkish Airlines,JSR,Jessore Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-08-30 01:06:00,2025-08-30 01:36:39,0.5109315443233412,Direct,Airbus A320,First Class,Direct Booking,11446.938489743974,200.0,11646.938489743974,Regular,62.0
Etihad Airways,BZL,Barisal Airport,KUL,Kuala Lumpur International Airport,2026-01-29 06:33:00,2026-01-29 09:32:43,2.995438727315671,Direct,Boeing 787,First Class,Travel Agency,221312.54303457943,39196.88145518692,260509.4244897664,Winter Holidays,32.0
Biman Bangladesh Airlines,CGP,"Shah Amanat International Airport, Chittagong",BKK,"Suvarnabhumi Airport, Bangkok",2025-10-24 14:11:00,2025-10-24 16:33:57,2.3827082872092937,Direct,Boeing 737,Economy,Online Website,8142.141865542526,7221.321279831379,15363.463145373906,Regular,57.0
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",ZYL,"Osmani International Airport, Sylhet",2025-10-31 09:17:00,2025-10-31 09:58:58,0.6995932306102968,Direct,Airbus A320,Economy,Direct Booking,3998.028360676964,200.0,4198.028360676964,Regular,11.0
AirAsia,CGP,"Shah Amanat International Airport, Chittagong",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-08-10 21:48:00,2025-08-10 22:55:50,1.130709271981604,Direct,Airbus A320,First Class,Direct Booking,97030.7357286146,16554.610359292194,113585.3460879068,Regular,39.0
Gulf Air,BZL,Barisal Airport,DOH,"Hamad International Airport, Doha",2025-11-18 22:31:00,2025-11-19 03:11:02,4.667263103064529,1 Stop,Boeing 737,First Class,Direct Booking,38356.53408136444,9753.480112204668,48110.01419356911,Regular,26.0
AirAsia,JSR,Jessore Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-03-16 01:13:00,2025-03-16 03:24:10,2.1861848983001555,Direct,Boeing 787,First Class,Online Website,83000.61843431804,14450.092765147703,97450.71119946576,Regular,74.0
Air Astra,ZYL,"Osmani International Airport, Sylhet",SIN,Singapore Changi Airport,2025-11-12 07:55:00,2025-11-12 11:10:09,3.252551434488214,1 Stop,Boeing 787,Business,Online Website,52458.54224259981,13868.781336389971,66327.32357898979,Regular,37.0
US-Bangla Airlines,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-03-24 00:44:00,2025-03-24 04:17:47,3.563204433274406,Direct,Boeing 787,Economy,Direct Booking,69094.03849060286,14364.105773590429,100149.77311703196,Regular,1.0
Kuwait Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-05-15 18:51:00,2025-05-15 22:37:22,3.772922949355723,Direct,Boeing 737,Business,Travel Agency,41713.73693146305,10257.060539719456,62364.956965419005,Regular,2.0
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-10-24 19:48:00,2025-10-24 21:24:05,1.6016361756449264,Direct,Airbus A320,Economy,Direct Booking,2295.8863381194296,200.0,2495.8863381194296,Regular,14.0
Gulf Air,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-12-27 02:57:00,2025-12-27 09:48:33,6.859289468281667,1 Stop,Airbus A350,First Class,Online Website,213839.26850423115,36075.89027563467,249915.15877986583,Winter Holidays,58.0
Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",BKK,"Suvarnabhumi Airport, Bangkok",2025-11-17 06:04:00,2025-11-17 08:54:42,2.8452555770586363,1 Stop,Boeing 737,Business,Direct Booking,114487.37642955256,23173.106464432884,137660.48289398543,Regular,12.0
AirAsia,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-05-13 14:55:00,2025-05-13 15:37:05,0.7016170557547045,Direct,Airbus A320,First Class,Direct Booking,10463.83650079311,200.0,10663.83650079311,Regular,56.0
Singapore Airlines,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2025-04-20 08:51:00,2025-04-20 12:19:39,3.477649333995775,Direct,Boeing 787,Business,Online Website,103528.75881115854,21529.31382167378,125058.0726328323,Regular,54.0
Kuwait Airways,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-03-15 21:53:00,2025-03-15 22:41:34,0.8095380687595167,Direct,Airbus A320,Economy,Online Website,4340.899026113506,200.0,4540.899026113506,Regular,20.0
NovoAir,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-07-09 06:28:00,2025-07-09 08:02:59,1.583247982340262,Direct,Airbus A320,First Class,Online Website,11888.86871720064,200.0,12088.86871720064,Regular,65.0
Malaysian Airlines,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-06-27 18:00:00,2025-06-28 03:06:17,9.10480116164751,1 Stop,Airbus A350,First Class,Online Website,117630.30588422043,23644.545882633065,141274.8517668535,Regular,15.0
Air India,CXB,Cox's Bazar Airport,IST,Istanbul Airport,2025-04-05 03:30:00,2025-04-05 11:05:33,7.592720039066314,2 Stops,Boeing 777,Economy,Travel Agency,24492.94947742556,7673.942421613834,38600.27027884728,Regular,1.0
Thai Airways,SPD,Saidpur Airport,ZYL,"Osmani International Airport, Sylhet",2025-06-19 00:35:00,2025-06-19 01:31:18,0.93835214885699,Direct,Airbus A320,Economy,Online Website,2957.2363449071654,200.0,3157.2363449071654,Regular,71.0
Gulf Air,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-04-01 20:42:00,2025-04-02 01:00:27,4.307620498777014,Direct,Boeing 787,Economy,Online Website,18721.21368368536,6808.182052552804,25529.39573623816,Eid,89.0
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",DOH,"Hamad International Airport, Doha",2025-11-26 16:02:00,2025-11-26 20:50:55,4.815401620225707,Direct,Boeing 737,Economy,Online Website,24129.33472576376,7619.400208864563,31748.734934628323,Regular,16.0
Saudia,CXB,Cox's Bazar Airport,SIN,Singapore Changi Airport,2025-03-15 11:29:00,2025-03-15 14:05:53,2.614980975386976,Direct,Boeing 737,Economy,Online Website,11586.093626651536,7737.91404399773,19324.007670649265,Regular,15.0
AirAsia,DAC,"Hazrat Shahjalal International Airport, Dhaka",CXB,Cox's Bazar Airport,2026-01-08 14:04:00,2026-01-08 15:07:56,1.0655574645528558,Direct,Airbus A320,Economy,Online Website,2872.9277802733177,200.0,3072.9277802733177,Winter Holidays,82.0
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2025-04-30 11:05:00,2025-04-30 11:36:12,0.520067526891559,Direct,Airbus A320,Economy,Direct Booking,2224.0401991136778,200.0,2424.0401991136778,Regular,63.0
Qatar Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",DOH,"Hamad International Airport, Doha",2025-11-16 12:36:00,2025-11-16 17:07:23,4.52329877710731,1 Stop,Boeing 787,First Class,Direct Booking,33040.94927825298,8956.142391737947,41997.09166999093,Regular,78.0
Biman Bangladesh Airlines,CGP,"Shah Amanat International Airport, Chittagong",SPD,Saidpur Airport,2025-04-19 01:08:00,2025-04-19 02:44:27,1.607751491894406,Direct,Airbus A320,Economy,Travel Agency,3095.640887126833,200.0,3295.640887126833,Regular,47.0
Malaysian Airlines,JSR,Jessore Airport,SPD,Saidpur Airport,2025-09-11 17:00:00,2025-09-11 18:00:07,1.002222135095144,Direct,Airbus A320,Business,Online Website,7874.159356140969,200.0,8074.159356140969,Regular,29.0
FlyDubai,CXB,Cox's Bazar Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-09-07 19:34:00,2025-09-07 22:12:40,2.6446113749550166,1 Stop,Boeing 787,First Class,Travel Agency,275314.63057943474,43297.19458691521,318611.82516634994,Regular,5.0
Qatar Airways,BZL,Barisal Airport,IST,Istanbul Airport,2025-03-30 21:59:00,2025-03-31 05:14:20,7.255648942890842,1 Stop,Airbus A350,Economy,Direct Booking,50113.39078933678,11517.008618400516,61630.39940773729,Eid,26.0
Lufthansa,RJH,"Shah Makhdum Airport, Rajshahi",DEL,"Indira Gandhi International Airport, Delhi",2026-01-16 00:29:00,2026-01-16 02:35:12,2.103431050926729,Direct,Boeing 787,Economy,Online Website,65676.08275901664,11851.412413852497,77527.49517286914,Winter Holidays,78.0
